epoch,train_loss,train_acc,val_loss,val_acc
1,2.0766227463881175,0.128125,2.0680747111638387,0.14583333333333334
2,2.0665172239144645,0.140625,2.05618101755778,0.14166666666666666
3,2.0473021467526755,0.14791666666666667,2.057341965039571,0.12916666666666668
4,2.0377209504445393,0.15,2.0489779074986774,0.1375
5,2.0303353587786357,0.14895833333333333,2.0451667944590253,0.1375
6,2.0299769481023153,0.16354166666666667,2.044853440920512,0.14166666666666666
